CMDLINE python3.6 -m memory_profiler main.py
MEM 0.851562 1598331575.0997
MEM 19.945312 1598331575.2000
MEM 29.152344 1598331575.3004
MEM 39.339844 1598331575.4007
MEM 54.339844 1598331575.5010
MEM 103.035156 1598331575.6013
MEM 163.824219 1598331575.7016
MEM 175.324219 1598331575.8020
MEM 181.031250 1598331575.9029
MEM 182.773438 1598331576.0032
MEM 186.496094 1598331576.1035
MEM 201.390625 1598331576.2038
MEM 211.578125 1598331576.3041
MEM 216.796875 1598331576.4045
MEM 216.796875 1598331576.5049
MEM 221.406250 1598331576.6052
MEM 222.128906 1598331576.7056
MEM 225.519531 1598331576.8059
MEM 268.230469 1598331576.9063
MEM 271.472656 1598331577.0065
MEM 273.675781 1598331577.1069
MEM 273.675781 1598331577.2072
MEM 273.675781 1598331577.3076
MEM 362.707031 1598331577.4080
MEM 516.945312 1598331577.5083
MEM 596.027344 1598331577.6086
MEM 596.027344 1598331577.7090
MEM 596.027344 1598331577.8094
MEM 597.769531 1598331577.9097
MEM 626.531250 1598331578.0101
MEM 683.507812 1598331578.1104
MEM 735.843750 1598331578.2108
MEM 796.429688 1598331578.3111
MEM 852.117188 1598331578.4114
MEM 904.968750 1598331578.5117
MEM 967.359375 1598331578.6132
MEM 1029.484375 1598331578.7135
MEM 1053.968750 1598331578.8139
MEM 1053.968750 1598331578.9142
MEM 1053.968750 1598331579.0147
MEM 1053.968750 1598331579.1150
MEM 1053.968750 1598331579.2153
MEM 1053.968750 1598331579.3156
MEM 1053.968750 1598331579.4160
MEM 1053.968750 1598331579.5163
MEM 1053.968750 1598331579.6167
MEM 1053.968750 1598331579.7171
MEM 1053.968750 1598331579.8174
MEM 1053.968750 1598331579.9177
MEM 1114.550781 1598331580.0180
MEM 1320.285156 1598331580.1185
MEM 1522.792969 1598331580.2191
MEM 1658.843750 1598331580.3195
MEM 1739.343750 1598331580.4198
MEM 1848.425781 1598331580.5201
MEM 1879.304688 1598331580.6204
MEM 1879.304688 1598331580.7207
MEM 1879.304688 1598331580.8211
MEM 1879.304688 1598331580.9214
MEM 1932.496094 1598331581.0218
MEM 1997.710938 1598331581.1222
MEM 2082.226562 1598331581.2225
MEM 2180.062500 1598331581.3229
MEM 2239.621094 1598331581.4233
MEM 2342.605469 1598331581.5238
MEM 2368.582031 1598331581.6241
MEM 2368.582031 1598331581.7244
MEM 2368.582031 1598331581.8247
MEM 2370.644531 1598331581.9250
MEM 2425.718750 1598331582.0254
MEM 2481.984375 1598331582.1257
MEM 2568.730469 1598331582.2261
MEM 2660.664062 1598331582.3265
MEM 2741.246094 1598331582.4270
MEM 2815.933594 1598331582.5274
MEM 2818.542969 1598331582.6277
MEM 2818.542969 1598331582.7281
MEM 2818.542969 1598331582.8285
MEM 2818.542969 1598331582.9288
MEM 2879.000000 1598331583.0291
MEM 2927.710938 1598331583.1295
MEM 3058.171875 1598331583.2298
MEM 3070.640625 1598331583.3302
MEM 3165.324219 1598331583.4305
MEM 3177.843750 1598331583.5309
MEM 2786.132812 1598331583.6313
MEM 2786.132812 1598331583.7316
MEM 2786.132812 1598331583.8320
MEM 2786.132812 1598331583.9324
MEM 2726.507812 1598331584.0327
MEM 2741.972656 1598331584.1330
MEM 2745.886719 1598331584.2349
MEM 2746.332031 1598331584.3353
MEM 2752.261719 1598331584.4356
MEM 2752.261719 1598331584.5359
MEM 2752.261719 1598331584.6362
MEM 2760.253906 1598331584.7365
MEM 2760.253906 1598331584.8368
MEM 2760.253906 1598331584.9372
MEM 2760.253906 1598331585.0375
MEM 2776.234375 1598331585.1378
MEM 2776.234375 1598331585.2381
MEM 2776.234375 1598331585.3385
MEM 2776.234375 1598331585.4388
MEM 2776.234375 1598331585.5395
MEM 2776.234375 1598331585.6399
MEM 2776.234375 1598331585.7402
MEM 2776.234375 1598331585.8405
MEM 2776.234375 1598331585.9409
MEM 2776.234375 1598331586.0413
MEM 2938.652344 1598331586.1416
MEM 3163.207031 1598331586.2420
MEM 3622.601562 1598331586.3424
MEM 3288.335938 1598331586.4427
MEM 3288.335938 1598331586.5431
MEM 3288.335938 1598331586.6434
MEM 3288.335938 1598331586.7438
MEM 3288.335938 1598331586.8441
MEM 3288.335938 1598331586.9445
MEM 3288.335938 1598331587.0449
MEM 3288.335938 1598331587.1452
MEM 3288.335938 1598331587.2456
MEM 3288.335938 1598331587.3459
MEM 3288.335938 1598331587.4463
MEM 3288.335938 1598331587.5467
MEM 3288.335938 1598331587.6472
MEM 3288.335938 1598331587.7475
MEM 3288.335938 1598331587.8479
MEM 3288.335938 1598331587.9482
MEM 3288.335938 1598331588.0485
MEM 3288.335938 1598331588.1489
MEM 3288.335938 1598331588.2493
MEM 3288.335938 1598331588.3496
MEM 3288.335938 1598331588.4500
MEM 3288.335938 1598331588.5503
MEM 3288.335938 1598331588.6509
MEM 3288.335938 1598331588.7513
MEM 3288.335938 1598331588.8517
MEM 3288.335938 1598331588.9520
MEM 3288.335938 1598331589.0523
MEM 3288.335938 1598331589.1527
MEM 3288.335938 1598331589.2532
MEM 3288.335938 1598331589.3536
MEM 3288.335938 1598331589.4540
MEM 3288.335938 1598331589.5543
MEM 3288.335938 1598331589.6547
MEM 3288.335938 1598331589.7551
MEM 3288.335938 1598331589.8555
MEM 3288.335938 1598331589.9557
MEM 3288.335938 1598331590.0561
MEM 3288.335938 1598331590.1565
MEM 3288.335938 1598331590.2569
MEM 3288.335938 1598331590.3572
MEM 3292.972656 1598331590.4575
MEM 3531.707031 1598331590.5579
MEM 3684.390625 1598331590.6582
MEM 3808.339844 1598331590.7586
MEM 3808.339844 1598331590.8590
MEM 3808.339844 1598331590.9594
MEM 3744.402344 1598331591.0596
MEM 3744.402344 1598331591.1599
MEM 3744.402344 1598331591.2603
MEM 3744.402344 1598331591.3606
MEM 3744.402344 1598331591.4610
MEM 3352.398438 1598331591.5614
MEM 3350.703125 1598331591.6617
MEM 3353.953125 1598331591.7632
MEM 3353.953125 1598331591.8636
MEM 3353.953125 1598331591.9639
MEM 3371.816406 1598331592.0643
MEM 3390.265625 1598331592.1647
MEM 3481.445312 1598331592.2650
MEM 3492.718750 1598331592.3653
MEM 3492.718750 1598331592.4656
MEM 3492.718750 1598331592.5659
MEM 3492.718750 1598331592.6663
MEM 3492.718750 1598331592.7666
MEM 3492.718750 1598331592.8678
MEM 3492.718750 1598331592.9681
MEM 3492.718750 1598331593.0685
MEM 3492.718750 1598331593.1688
MEM 3492.718750 1598331593.2691
MEM 3492.718750 1598331593.3694
MEM 3492.718750 1598331593.4697
MEM 3492.718750 1598331593.5701
MEM 3492.718750 1598331593.6705
MEM 3492.718750 1598331593.7709
MEM 3492.718750 1598331593.8712
MEM 3492.718750 1598331593.9716
MEM 3492.718750 1598331594.0719
MEM 3492.718750 1598331594.1723
MEM 3492.718750 1598331594.2726
MEM 3492.718750 1598331594.3730
MEM 3492.718750 1598331594.4733
MEM 3492.718750 1598331594.5736
MEM 3492.718750 1598331594.6740
MEM 3492.718750 1598331594.7743
MEM 3492.812500 1598331594.8748
MEM 2890.316406 1598331594.9751
MEM 2890.070312 1598331595.0755
MEM 0.000000 1598331595.1763
MEM 0.000000 1598331595.2767
MEM 0.000000 1598331595.3769
MEM 0.000000 1598331595.4772
MEM 0.000000 1598331595.5776
MEM 0.000000 1598331595.6779
MEM 0.000000 1598331595.7782
MEM 0.000000 1598331595.8786
MEM 0.000000 1598331595.9790
MEM 0.000000 1598331596.0793
MEM 0.000000 1598331596.1798
MEM 0.000000 1598331596.2801
